Loan_ID,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Loan_Status,Gender_Female,Gender_Male,Married_No,Married_Yes,Dependents_0,Dependents_1,Dependents_2,Dependents_3+,Education_Graduate,Education_Not Graduate,Self_Employed_No,Self_Employed_Yes,Property_Area_Rural,Property_Area_Semiurban,Property_Area_Urban
LP001120,0.020408163265306124,0.029111767105863152,0.05499276410998552,0.7435897435897436,1.0,1,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
LP001123,0.027829313543599257,0.0,0.0955137481910275,0.7435897435897436,1.0,1,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
LP001131,0.04688930117501547,0.056063551491588065,0.18089725036179446,0.7435897435897436,1.0,1,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
LP001136,0.056215213358070504,0.0,0.12590448625180894,0.7435897435897436,1.0,1,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
LP001137,0.04032158317872604,0.0,0.11432706222865412,0.7435897435897436,1.0,1,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
LP001138,0.06801484230055659,0.0,0.05065123010130246,0.7435897435897436,1.0,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
LP001144,0.07014223871366729,0.0,0.19536903039073802,0.7435897435897436,1.0,1,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
LP001146,0.03085961657390229,0.0825593395252838,0.1606367583212735,0.7435897435897436,0.0,0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
LP001151,0.04761904761904762,0.05459956320349437,0.19536903039073802,0.7435897435897436,1.0,1,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
LP001155,0.021991341991341992,0.039455684354525164,0.13169319826338638,0.7435897435897436,1.0,1,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
LP001157,0.03631416202844775,0.0,0.1606367583212735,0.7435897435897436,1.0,1,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
LP001164,0.050463821892393325,0.0,0.14905933429811866,0.7435897435897436,1.0,0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
LP001179,0.055238095238095246,0.0,0.18089725036179446,0.7435897435897436,1.0,0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
LP001186,0.14038342609771182,0.0,0.4008683068017366,0.7435897435897436,0.0,0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
LP001194,0.03163883735312307,0.0280077759377925,0.12735166425470332,0.7435897435897436,1.0,1,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
LP001195,0.02451453308596166,0.038183694530443756,0.12590448625180894,0.7435897435897436,1.0,1,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
LP001197,0.03977736549165121,0.05279957760337917,0.18234442836468884,0.7435897435897436,1.0,0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
LP001198,0.09808286951144093,0.05399956800345597,0.24746743849493485,0.7435897435897436,1.0,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
LP001199,0.03966604823747681,0.06861545107639139,0.19536903039073802,0.7435897435897436,1.0,1,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
LP001205,0.02906617192331478,0.09110327117383062,0.1606367583212735,0.7435897435897436,1.0,1,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
LP001206,0.0356091527520099,0.0,0.130246020260492,0.7435897435897436,1.0,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
LP001207,0.030414347557204704,0.08277533779729762,0.22575976845151952,0.358974358974359,0.0,0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
LP001213,0.059307359307359316,0.0,0.17221418234442834,0.7435897435897436,0.0,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
LP001222,0.049672232529375394,0.0,0.15484804630969606,0.7435897435897436,0.0,0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
LP001225,0.06896722325293754,0.11027911776705786,0.3603473227206946,0.7435897435897436,1.0,0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
LP001228,0.037724180581323444,0.05409556723546212,0.16931982633863962,0.358974358974359,0.0,0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
LP001233,0.1311069882498454,0.0,0.4384949348769898,0.7435897435897436,1.0,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
LP001238,0.08596165739022882,0.0,0.16787264833574528,0.10256410256410257,1.0,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
LP001241,0.05132962275819419,0.0,0.18379160636758318,0.7435897435897436,0.0,0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
LP001243,0.037823129251700685,0.07358341133270933,0.23589001447178,0.7435897435897436,1.0,1,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
LP001245,0.021335807050092765,0.044999640002879975,0.12735166425470332,0.7435897435897436,1.0,1,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
LP001248,0.041434755720470014,0.0,0.10419681620839363,0.6153846153846154,1.0,1,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
LP001250,0.05695732838589982,0.0,0.12445730824891461,0.7435897435897436,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
LP001253,0.06327767470624614,0.042575659394724845,0.2575976845151953,0.7435897435897436,1.0,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
LP001255,0.04452690166975882,0.0,0.150506512301013,1.0,1.0,0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
LP001256,0.04452690166975882,0.11399908800729594,0.24167872648335742,0.7435897435897436,1.0,0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
LP001259,0.010513296227581943,0.07252741978064176,0.14616497829232994,0.7435897435897436,1.0,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
LP001263,0.03731601731601732,0.09599923200614395,0.24746743849493485,0.6153846153846154,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
LP001264,0.03936920222634509,0.05198358413132695,0.17510853835021706,0.7435897435897436,1.0,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
LP001265,0.04571428571428572,0.0,0.14761215629522428,0.7435897435897436,1.0,1,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
LP001266,0.02776747062461348,0.0,0.17221418234442834,0.7435897435897436,1.0,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
LP001267,0.01518862090290662,0.04514363885088919,0.22865412445730823,0.7435897435897436,1.0,0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
LP001273,0.07235621521335807,0.05399956800345597,0.3704775687409551,0.7435897435897436,1.0,0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
LP001275,0.04747062461348176,0.0,0.059334298118668596,0.4871794871794872,1.0,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
LP001279,0.02740878169449598,0.06074351405188758,0.18379160636758318,0.7435897435897436,1.0,1,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
LP001280,0.03936920222634509,0.047999616003071975,0.130246020260492,0.7435897435897436,1.0,1,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
LP001282,0.02906617192331478,0.05083159334725322,0.1374819102749638,0.7435897435897436,1.0,1,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
LP001289,0.10409400123685839,0.0,0.29088277858176553,0.7435897435897436,1.0,1,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
LP001310,0.06858379715522572,0.10000719994240047,0.24023154848046308,0.7435897435897436,1.0,1,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
LP001316,0.03473098330241188,0.06959944320445437,0.1765557163531114,0.7435897435897436,1.0,1,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
LP001318,0.07544836116264687,0.1356949144406845,0.25904486251808967,0.358974358974359,1.0,1,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
LP001319,0.03862708719851578,0.0436796505627955,0.10419681620839363,0.7435897435897436,1.0,1,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
LP001322,0.04926406926406927,0.0,0.16353111432706222,0.7435897435897436,1.0,1,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
LP001325,0.04291898577612864,0.0,0.023154848046309698,0.2307692307692308,1.0,1,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
LP001326,0.08202844774273346,0.0,0.17221418234442834,0.7435897435897436,1.0,0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
LP001327,0.028868274582560298,0.05524755801953585,0.18523878437047755,0.7435897435897436,1.0,1,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
LP001333,0.0225974025974026,0.02392780857753138,0.059334298118668596,0.7435897435897436,1.0,1,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
LP001334,0.04994434137291281,0.0,0.15340086830680172,0.358974358974359,1.0,1,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
LP001343,0.01990105132962276,0.08498332013343893,0.1765557163531114,0.7435897435897436,1.0,1,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
LP001345,0.05118119975262833,0.07831137350901193,0.17945007235890012,0.358974358974359,1.0,1,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
LP001349,0.05804576376004948,0.09134326925384598,0.20549927641099852,0.7435897435897436,1.0,1,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
LP001350,0.16697588126159554,0.0,0.17221418234442834,0.7435897435897436,1.0,1,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
LP001356,0.05568336425479283,0.08599131206950344,0.17221418234442834,0.7435897435897436,1.0,1,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
LP001357,0.04534322820037106,0.018095855233158136,0.21852387843704774,0.7435897435897436,1.0,1,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
LP001367,0.03589363017934447,0.024719802241582066,0.13169319826338638,0.7435897435897436,1.0,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
LP001369,0.13935683364254794,0.027023783809729522,0.3125904486251809,0.7435897435897436,1.0,1,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
LP001370,0.08884353741496599,0.0,0.1606367583212735,0.7435897435897436,1.0,0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
LP001379,0.04514533085961658,0.08639930880552955,0.29956584659913166,0.7435897435897436,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
LP001384,0.023760049474335188,0.018095855233158136,0.12301013024602024,1.0,1.0,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
LP001385,0.0638961038961039,0.0,0.18379160636758318,0.7435897435897436,1.0,1,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
LP001387,0.034372294372294374,0.05599155206758346,0.18813314037626624,0.7435897435897436,1.0,1,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
LP001391,0.042325293753865185,0.09873521011831905,0.2069464544138929,0.7435897435897436,0.0,0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
LP001392,0.0903030303030303,0.0,0.17221418234442834,0.7435897435897436,1.0,1,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
LP001398,0.060606060606060615,0.0,0.15774240231548478,0.7435897435897436,1.0,1,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
LP001401,0.17851576994434137,0.0,0.25470332850940663,0.358974358974359,1.0,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
LP001404,0.03731601731601732,0.054791561667506664,0.20984081041968158,0.7435897435897436,1.0,1,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
LP001405,0.025528756957328386,0.03355173158614731,0.10998552821997105,0.7435897435897436,1.0,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
LP001421,0.06701298701298701,0.051407588739290085,0.24023154848046308,0.7435897435897436,1.0,0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
LP001422,0.12687693259121832,0.0,0.361794500723589,0.7435897435897436,1.0,1,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
LP001426,0.06823747680890538,0.06400748794009647,0.24746743849493485,0.7435897435897436,1.0,1,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
LP001430,0.049672232529375394,0.0,0.05065123010130246,0.7435897435897436,1.0,1,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
LP001431,0.024576376004947435,0.21551827585379318,0.18523878437047755,0.7435897435897436,0.0,1,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
LP001432,0.034718614718614725,0.0,0.10419681620839363,0.7435897435897436,1.0,1,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
LP001439,0.05132962275819419,0.04833561331509348,0.26772793053545585,0.7435897435897436,1.0,1,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
LP001443,0.04380952380952381,0.0,0.1215629522431259,0.7435897435897436,1.0,1,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
LP001448,0.2925541125541126,0.0,0.5224312590448625,0.7435897435897436,1.0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
LP001449,0.04594928880643167,0.03935968512251902,0.17221418234442834,0.7435897435897436,1.0,1,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
LP001451,0.1281756338899196,0.09239926080591356,0.21852387843704774,0.358974358974359,0.0,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
LP001465,0.07334570191713048,0.06165550675594595,0.25036179450072354,0.7435897435897436,1.0,0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
