Brand,Price,Mileage,EngineV,Year
Mitsubishi," $46,000.00 ",1,2.4,2016
Mercedes-Benz," $47,600.00 ",1,2.2,2016
Mercedes-Benz," $47,600.00 ",1,2.2,2016
Mercedes-Benz," $47,600.00 ",1,2.2,2016
Mercedes-Benz," $47,600.00 ",1,2.2,2016
Mercedes-Benz," $58,999.00 ",1,2.2,2016
Mercedes-Benz," $62,999.00 ",1,2.2,2016
Mercedes-Benz," $69,999.00 ",1,2.2,2016
Mercedes-Benz," $70,999.00 ",1,2.2,2016
Mercedes-Benz," $71,999.00 ",1,2.2,2016
Mercedes-Benz," $71,999.00 ",1,2.2,2016
Mercedes-Benz," $87,777.00 ",1,2.2,2016
Mercedes-Benz," $102,800.00 ",1,2.2,2016
Mercedes-Benz," $107,000.00 ",1,2.2,2016
Mercedes-Benz," $109,999.00 ",1,2.2,2016
Mitsubishi," $25,000.00 ",1,2.0,2016
Mitsubishi," $28,500.00 ",1,2.0,2016
Volkswagen," $34,899.14 ",1,2.0,2016
Toyota," $35,138.29 ",1,2.0,2016
BMW," $37,976.25 ",1,2.0,2016
Volkswagen," $38,365.00 ",1,2.0,2016
Volkswagen," $39,615.00 ",1,2.0,2016
BMW," $40,755.00 ",1,2.0,2016
BMW," $43,163.25 ",1,2.0,2016
BMW," $43,719.00 ",1,2.0,2016
BMW," $47,500.00 ",1,2.0,2016
BMW," $48,535.50 ",1,2.0,2016
Audi," $52,055.25 ",1,2.0,2016
Audi," $63,200.00 ",1,2.0,2016
BMW," $65,099.00 ",1,2.0,2016
BMW," $65,393.25 ",1,2.0,2016
BMW," $66,500.00 ",1,2.0,2016
BMW," $66,666.00 ",1,2.0,2016
BMW," $67,431.00 ",1,2.0,2016
Toyota," $24,842.03 ",1,1.8,2016
Volkswagen," $12,114.35 ",1,1.6,2016
Volkswagen," $13,300.95 ",1,1.6,2016
Volkswagen," $13,893.75 ",1,1.6,2016
Volkswagen," $13,972.07 ",1,1.6,2016
Volkswagen," $16,999.00 ",1,1.6,2016
Volkswagen," $17,191.20 ",1,1.6,2016
Toyota," $20,711.25 ",1,1.6,2016
Volkswagen," $23,999.00 ",1,1.6,2016
Volkswagen," $23,999.00 ",1,1.6,2016
Volkswagen," $28,660.00 ",1,1.6,2016
Volkswagen," $28,793.04 ",1,1.6,2016
Mercedes-Benz," $47,000.00 ",1,1.6,2016
Mercedes-Benz," $57,000.00 ",1,1.6,2016
Mercedes-Benz," $65,000.00 ",1,1.6,2016
Renault," $13,300.95 ",1,1.5,2016
Renault," $13,321.33 ",1,1.5,2016
Renault," $15,635.10 ",1,1.5,2016
Renault," $15,672.15 ",1,1.5,2016
Renault," $15,820.35 ",1,1.5,2016
Renault," $18,932.55 ",1,1.5,2016
Renault," $18,988.13 ",1,1.5,2016
Renault," $19,692.08 ",1,1.5,2016
Renault," $20,996.24 ",1,1.5,2016
Audi," $34,419.45 ",1,1.4,2016
Toyota," $17,394.09 ",1,1.33,2016
Renault," $11,403.99 ",1,1.2,2016
Renault," $17,639.47 ",1,1.2,2016
Toyota," $73,900.00 ",1,4.5,2016
Toyota," $74,999.00 ",1,4.5,2016
Toyota," $85,000.00 ",1,4.5,2016
Toyota," $68,500.00 ",1,3.5,2016
BMW," $77,500.00 ",1,3.0,2016
BMW," $77,500.00 ",1,3.0,2016
Mercedes-Benz," $81,500.00 ",1,3.0,2016
Mercedes-Benz," $104,999.00 ",1,3.0,2016
Mercedes-Benz," $105,000.00 ",1,3.0,2016
Mercedes-Benz," $109,999.00 ",1,3.0,2016
Mercedes-Benz," $129,999.00 ",1,2.99,2016
Toyota," $39,500.00 ",1,2.8,2016
Toyota," $43,999.00 ",1,2.8,2016
Toyota," $24,171.42 ",1,2.5,2016
Mitsubishi," $25,342.20 ",1,2.5,2016
Mitsubishi," $27,565.20 ",1,2.5,2016
BMW," $67,500.00 ",1,2.5,2016
Mercedes-Benz," $74,999.00 ",1,2.2,2016
Toyota," $20,859.15 ",1,2.0,2016
Mitsubishi," $22,711.65 ",1,2.0,2016
Volkswagen," $28,900.00 ",1,2.0,2016
Audi," $43,000.00 ",1,2.0,2016
BMW," $56,500.00 ",1,2.0,2016
BMW," $60,500.00 ",1,2.0,2016
BMW," $62,000.00 ",1,2.0,2016
BMW," $62,900.00 ",1,2.0,2016
BMW," $63,500.00 ",1,2.0,2016
BMW," $64,500.00 ",1,2.0,2016
BMW," $65,500.00 ",1,2.0,2016
BMW," $66,500.00 ",1,2.0,2016
BMW," $67,500.00 ",1,2.0,2016
BMW," $67,500.00 ",1,2.0,2016
BMW," $69,999.00 ",1,2.0,2016
Volkswagen," $14,500.00 ",1,1.6,2016
Toyota," $16,672.50 ",1,1.6,2016
Volkswagen," $23,999.00 ",1,1.6,2016
Volkswagen," $24,300.00 ",1,1.6,2016
Volkswagen," $24,900.00 ",1,1.6,2016
Volkswagen," $24,900.00 ",1,1.6,2016
Renault," $18,456.16 ",1,1.5,2016
Audi," $29,602.95 ",1,1.4,2016
Audi," $44,000.00 ",1,1.4,2016
Renault," $9,658.94 ",1,1.2,2016
Toyota," $11,707.80 ",1,1.0,2016
Mercedes-Benz," $195,000.00 ",2,5.5,2016
BMW," $129,222.00 ",2,5.0,2016
Toyota," $97,500.00 ",2,4.6,2016
BMW," $137,000.00 ",2,4.4,2016
Volkswagen," $61,000.00 ",2,3.0,2016
BMW," $104,999.00 ",2,3.0,2016
BMW," $104,999.00 ",2,3.0,2016
BMW," $42,900.00 ",2,2.0,2016
BMW," $42,900.00 ",2,2.0,2016
Volkswagen," $21,500.00 ",2,1.6,2016
Volkswagen," $24,800.00 ",2,1.6,2016
Audi," $30,999.00 ",2,1.4,2016
Mercedes-Benz," $249,999.00 ",3,5.5,2016
Toyota," $88,000.00 ",3,4.5,2016
Mercedes-Benz," $86,000.00 ",3,3.0,2016
Mercedes-Benz," $85,000.00 ",3,2.2,2016
BMW," $52,222.00 ",3,2.0,2016
Volkswagen," $24,000.00 ",3,1.6,2016
Toyota," $46,500.00 ",4,3.0,2016
BMW," $115,800.00 ",4,3.0,2016
Volkswagen," $19,100.00 ",4,1.6,2016
BMW," $39,900.00 ",5,2.0,2016
BMW," $42,000.00 ",5,2.0,2016
BMW," $46,000.00 ",5,2.0,2016
Mercedes-Benz," $250,000.00 ",6,5.5,2016
BMW," $39,333.00 ",6,2.0,2016
BMW," $47,300.00 ",10,2.0,2016
Volkswagen," $29,600.00 ",11,1.4,2016
Volkswagen," $33,700.00 ",11,1.4,2016
Toyota," $10,500.00 ",17,1.0,2016
Renault," $17,500.00 ",20,1.5,2016
BMW," $45,000.00 ",29,2.0,2016
BMW," $59,900.00 ",30,2.0,2016
Volkswagen," $55,500.00 ",47,3.0,2016
Toyota," $164,500.00 ",1,4.5,2015
Volkswagen," $74,500.00 ",1,3.0,2015
Audi," $75,000.00 ",1,3.0,2015
Audi," $88,888.00 ",1,3.0,2015
Audi," $89,999.00 ",1,3.0,2015
Mercedes-Benz," $50,250.00 ",1,2.2,2015
Volkswagen," $28,713.75 ",1,2.0,2015
Volkswagen," $29,800.00 ",1,2.0,2015
BMW," $63,000.00 ",1,2.0,2015
Volkswagen," $11,962.00 ",1,1.6,2015
Volkswagen," $29,040.00 ",1,1.4,2015
Toyota," $13,621.43 ",1,1.3,2015
Volkswagen," $69,990.00 ",1,5.0,2015
Mercedes-Benz," $169,000.00 ",1,4.7,2015
Volkswagen," $74,000.00 ",1,3.0,2015
Toyota," $33,715.50 ",1,2.7,2015
Volkswagen," $27,200.00 ",1,2.0,2015
Volkswagen," $69,990.00 ",1,2.0,2015
Mitsubishi," $23,900.00 ",1,1.8,2015
Volkswagen," $10,974.21 ",1,1.6,2015
Volkswagen," $20,477.54 ",1,1.6,2015
Renault," $24,193.65 ",1,1.6,2015
Mercedes-Benz," $45,000.00 ",1,1.6,2015
BMW," $33,500.00 ",1,1.5,2015
Volkswagen," $21,500.00 ",1,1.4,2015
Volkswagen," $40,000.00 ",1,1.4,2015
Renault," $10,396.23 ",1,1.2,2015
Volkswagen," $18,600.00 ",2,1.6,2015
Renault," $20,007.00 ",2,1.5,2015
Mercedes-Benz," $57,000.00 ",3,2.2,2015
Audi," $90,999.00 ",4,3.0,2015
BMW," $38,888.00 ",5,0.65,2015
BMW," $133,000.00 ",7,4.4,2015
Toyota," $30,500.00 ",7,2.5,2015
BMW," $52,000.00 ",7,2.0,2015
Mercedes-Benz," $160,000.00 ",8,4.6,2015
BMW," $85,555.00 ",10,3.0,2015
BMW," $85,555.00 ",10,3.0,2015
Audi," $43,000.00 ",11,1.8,2015
Mercedes-Benz," $126,000.00 ",14,3.0,2015
Mercedes-Benz," $75,500.00 ",14,2.2,2015
Toyota," $28,900.00 ",15,2.5,2015
Toyota," $30,900.00 ",15,2.5,2015
Mercedes-Benz," $104,000.00 ",16,5.5,2015
BMW," $72,900.00 ",16,3.0,2015
BMW," $75,000.00 ",16,3.0,2015
BMW," $112,000.00 ",16,3.0,2015
Toyota," $28,500.00 ",16,2.5,2015
BMW," $89,999.00 ",17,4.4,2015
Mercedes-Benz," $125,000.00 ",17,3.0,2015
Toyota," $26,250.00 ",17,2.5,2015
Mercedes-Benz," $125,000.00 ",18,3.0,2015
Mercedes-Benz," $125,000.00 ",18,3.0,2015
Audi," $39,000.00 ",18,1.8,2015
BMW," $85,900.00 ",19,3.0,2015
BMW," $71,500.00 ",19,2.5,2015
Audi," $69,999.00 ",21,3.0,2015
Toyota," $27,700.00 ",21,2.5,2015
Toyota," $32,000.00 ",22,2.5,2015
Toyota," $32,000.00 ",22,2.5,2015
Audi," $62,000.00 ",24,3.0,2015
Mercedes-Benz," $116,500.00 ",25,3.0,2015
Volkswagen," $20,900.00 ",25,2.0,2015
BMW," $45,500.00 ",26,2.0,2015
Toyota," $28,800.00 ",29,2.2,2015
Volkswagen," $51,900.00 ",30,3.0,2015
Volkswagen," $51,900.00 ",30,3.0,2015
Volkswagen," $51,900.00 ",30,3.0,2015
BMW," $63,500.00 ",33,3.0,2015
Volkswagen," $25,900.00 ",35,2.0,2015
Volkswagen," $55,500.00 ",36,3.0,2015
Toyota," $28,500.00 ",38,2.2,2015
Volkswagen," $28,500.00 ",38,2.0,2015
Mercedes-Benz," $115,555.00 ",39,3.0,2015
Mercedes-Benz," $40,500.00 ",39,2.2,2015
Mercedes-Benz," $38,200.00 ",39,1.6,2015
Audi," $85,555.00 ",40,3.0,2015
Toyota," $24,800.00 ",43,2.5,2015
Toyota," $45,500.00 ",45,3.5,2015
Mitsubishi," $23,800.00 ",45,2.5,2015
Toyota," $75,500.00 ",50,4.6,2015
Mercedes-Benz," $135,555.00 ",54,4.66,2015
Volkswagen," $10,000.00 ",56,1.8,2015
Toyota," $25,500.00 ",58,2.5,2015
Toyota," $25,800.00 ",58,2.5,2015
BMW," $58,000.00 ",64,2.0,2015
Toyota," $51,500.00 ",70,3.0,2015
Volkswagen," $30,385.00 ",1,2.0,2014
Volkswagen," $31,310.00 ",1,2.0,2014
Volkswagen," $38,764.00 ",1,2.0,2014
Volkswagen," $39,040.00 ",1,2.0,2014
BMW," $77,777.00 ",1,3.0,2014
Mercedes-Benz," $169,000.00 ",1,3.0,2014
Volkswagen," $31,500.00 ",1,2.0,2014
Volkswagen," $11,818.95 ",1,1.6,2014
Volkswagen," $10,493.00 ",1,1.4,2014
Toyota," $36,500.00 ",2,3.0,2014
Mercedes-Benz," $35,300.00 ",3,1.6,2014
BMW," $47,000.00 ",5,2.0,2014
BMW," $47,000.00 ",5,2.0,2014
BMW," $77,777.00 ",8,4.4,2014
BMW," $77,777.00 ",8,4.4,2014
Mercedes-Benz," $125,000.00 ",9,3.0,2014
Renault," $13,500.00 ",10,1.6,2014
Volkswagen," $12,650.00 ",11,1.0,2014
Toyota," $22,500.00 ",12,2.5,2014
Audi," $39,900.00 ",12,1.8,2014
Audi," $33,900.00 ",14,1.8,2014
Mercedes-Benz," $28,500.00 ",15,1.8,2014
Volkswagen," $17,200.00 ",15,1.2,2014
BMW," $70,000.00 ",16,3.0,2014
Mercedes-Benz," $144,900.00 ",16,3.0,2014
Renault," $8,250.00 ",16,1.2,2014
Volkswagen," $52,300.00 ",19,3.0,2014
Toyota," $38,500.00 ",20,5.7,2014
Audi," $68,000.00 ",20,3.0,2014
BMW," $75,000.00 ",20,3.0,2014
Volkswagen," $35,000.00 ",20,2.0,2014
Toyota," $16,900.00 ",20,1.6,2014
Renault," $15,000.00 ",21,1.5,2014
Mercedes-Benz," $121,500.00 ",22,3.0,2014
Mercedes-Benz," $26,000.00 ",22,1.8,2014
Volkswagen," $20,200.00 ",22,1.2,2014
Volkswagen," $21,000.00 ",22,1.2,2014
Toyota," $80,000.00 ",23,4.5,2014
BMW," $81,000.00 ",23,4.4,2014
Audi," $55,000.00 ",24,2.8,2014
Toyota," $14,000.00 ",25,2.5,2014
Volkswagen," $16,000.00 ",26,1.2,2014
Mercedes-Benz," $119,000.00 ",27,3.0,2014
Audi," $51,500.00 ",28,3.0,2014
Toyota," $19,900.00 ",28,1.6,2014
Toyota," $76,500.00 ",29,4.5,2014
Mitsubishi," $21,000.00 ",29,2.0,2014
Volkswagen," $9,500.00 ",29,1.4,2014
BMW," $75,555.00 ",30,4.4,2014
BMW," $75,555.00 ",30,4.4,2014
BMW," $75,555.00 ",30,4.4,2014
Mitsubishi," $5,500.00 ",30,2.5,2014
Toyota," $24,900.00 ",30,2.5,2014
Volkswagen," $30,900.00 ",30,2.0,2014
Toyota," $17,700.00 ",30,1.6,2014
Toyota," $18,300.00 ",30,1.6,2014
Mercedes-Benz," $39,500.00 ",30,1.6,2014
Audi," $31,700.00 ",32,1.8,2014
BMW," $35,500.00 ",33,2.0,2014
BMW," $36,500.00 ",33,2.0,2014
BMW," $42,000.00 ",33,2.0,2014
BMW," $46,800.00 ",33,2.0,2014
Audi," $33,500.00 ",35,1.8,2014
Toyota," $17,900.00 ",35,1.6,2014
Mercedes-Benz," $85,000.00 ",36,5.5,2014
Mercedes-Benz," $129,999.00 ",37,4.7,2014
Mercedes-Benz," $42,000.00 ",38,2.2,2014
Volkswagen," $16,950.00 ",38,2.0,2014
Toyota," $13,200.00 ",38,1.33,2014
Toyota," $30,600.00 ",39,2.2,2014
Renault," $10,200.00 ",39,1.5,2014
Toyota," $72,000.00 ",40,4.5,2014
Mercedes-Benz," $109,900.00 ",40,3.0,2014
Toyota," $23,300.00 ",40,2.0,2014
Mercedes-Benz," $28,950.00 ",40,1.8,2014
Mercedes-Benz," $72,700.00 ",42,2.2,2014
BMW," $45,500.00 ",42,2.0,2014
Mercedes-Benz," $38,000.00 ",42,1.6,2014
Toyota," $52,500.00 ",43,3.0,2014
Volkswagen," $13,500.00 ",43,2.0,2014
Toyota," $9,003.15 ",43,1.3,2014
Audi," $51,000.00 ",44,3.0,2014
Audi," $56,000.00 ",44,3.0,2014
Toyota," $47,500.00 ",45,3.0,2014
Toyota," $47,500.00 ",45,3.0,2014
BMW," $56,500.00 ",45,3.0,2014
Audi," $39,999.00 ",45,2.0,2014
Audi," $39,999.00 ",45,2.0,2014
Audi," $39,999.00 ",45,2.0,2014
Toyota," $18,950.00 ",45,1.8,2014
Toyota," $17,500.00 ",45,1.6,2014
BMW," $57,000.00 ",47,3.0,2014
Mercedes-Benz," $115,000.00 ",49,4.7,2014
Volkswagen," $32,400.00 ",50,2.0,2014
Mercedes-Benz," $43,500.00 ",51,3.0,2014
Mercedes-Benz," $43,500.00 ",51,3.0,2014
Mercedes-Benz," $43,500.00 ",51,3.0,2014
Toyota," $24,000.00 ",51,2.5,2014
Volkswagen," $13,708.50 ",51,1.4,2014
BMW," $37,500.00 ",55,2.0,2014
Mercedes-Benz," $38,500.00 ",56,2.2,2014
Volkswagen," $20,500.00 ",56,2.0,2014
BMW," $65,000.00 ",58,4.4,2014
Audi," $33,900.00 ",58,2.0,2014
Volkswagen," $21,550.00 ",58,1.4,2014
Toyota," $48,000.00 ",59,3.0,2014
Volkswagen," $49,999.00 ",59,2.0,2014
Toyota," $24,000.00 ",60,2.5,2014
Volkswagen," $25,999.00 ",60,1.8,2014
Volkswagen," $42,500.00 ",63,3.0,2014
Renault," $10,100.00 ",64,2.0,2014
BMW," $32,500.00 ",65,2.0,2014
Renault," $11,999.00 ",65,1.5,2014
Renault," $8,250.00 ",66,1.5,2014
Mercedes-Benz," $68,500.00 ",68,3.0,2014
Mercedes-Benz," $69,900.00 ",69,3.0,2014
Mercedes-Benz," $82,555.00 ",69,3.0,2014
Toyota," $23,400.00 ",69,2.5,2014
Mitsubishi," $22,900.00 ",69,2.4,2014
Mitsubishi," $22,900.00 ",69,2.4,2014
BMW," $66,200.00 ",70,3.0,2014
BMW," $66,900.00 ",70,3.0,2014
Renault," $7,750.00 ",70,1.5,2014
BMW," $38,000.00 ",74,2.0,2014
Renault," $9,500.00 ",78,1.5,2014
Volkswagen," $49,500.00 ",80,3.0,2014
Toyota," $23,500.00 ",80,2.5,2014
Volkswagen," $23,999.00 ",80,2.0,2014
Mercedes-Benz," $137,000.00 ",82,5.5,2014
Mercedes-Benz," $69,500.00 ",84,3.0,2014
Toyota," $31,000.00 ",86,2.2,2014
Volkswagen," $9,599.00 ",88,1.6,2014
Volkswagen," $27,000.00 ",90,2.0,2014
Audi," $44,800.00 ",95,3.0,2014
Renault," $14,500.00 ",98,1.5,2014
Audi," $44,800.00 ",100,3.0,2014
Toyota," $23,700.00 ",100,2.5,2014
Audi," $35,900.00 ",105,2.0,2014
Volkswagen," $10,200.00 ",105,1.6,2014
Volkswagen," $9,800.00 ",117,1.6,2014
Renault," $8,499.00 ",120,1.5,2014
Volkswagen," $16,900.00 ",121,2.0,2014
Volkswagen," $29,999.00 ",129,2.0,2014
Renault," $7,899.00 ",129,1.5,2014
Renault," $8,300.00 ",137,1.5,2014
Mercedes-Benz," $26,800.00 ",160,2.2,2014
Renault," $8,550.00 ",160,1.5,2014
Volkswagen," $18,300.00 ",1,2.2,2013
Toyota," $63,000.00 ",3,4.2,2013
Mercedes-Benz," $99,000.00 ",5,1.6,2013
Toyota," $39,900.00 ",11,4.0,2013
Mercedes-Benz," $28,000.00 ",12,1.8,2013
Renault," $9,200.00 ",12,1.2,2013
Mercedes-Benz," $61,500.00 ",16,3.0,2013
Toyota," $24,000.00 ",16,2.5,2013
BMW," $36,900.00 ",17,2.0,2013
Toyota," $20,900.00 ",18,2.5,2013
Mercedes-Benz," $200,000.00 ",19,3.5,2013
Renault," $8,299.00 ",19,1.2,2013
BMW," $57,000.00 ",20,3.5,2013
Mitsubishi," $24,000.00 ",20,2.5,2013
Toyota," $28,900.00 ",20,2.5,2013
Toyota," $26,500.00 ",21,2.0,2013
BMW," $51,500.00 ",23,3.0,2013
Volkswagen," $18,200.00 ",23,1.4,2013
Audi," $51,500.00 ",27,3.0,2013
Mercedes-Benz," $219,900.00 ",30,6.3,2013
Mercedes-Benz," $99,999.00 ",30,5.0,2013
Mercedes-Benz," $50,800.00 ",30,3.5,2013
Toyota," $18,100.00 ",30,1.6,2013
Volkswagen," $20,300.00 ",30,1.4,2013
Mercedes-Benz," $219,900.00 ",33,5.5,2013
Toyota," $63,333.00 ",33,4.5,2013
Mercedes-Benz," $31,600.00 ",33,1.6,2013
Renault," $5,000.00 ",34,1.5,2013
Audi," $21,000.00 ",34,1.4,2013
Audi," $30,650.00 ",35,2.0,2013
BMW," $34,400.00 ",37,2.0,2013
Toyota," $12,900.00 ",37,1.4,2013
BMW," $27,900.00 ",38,2.0,2013
Mercedes-Benz," $55,000.00 ",40,4.6,2013
Toyota," $35,555.00 ",40,3.5,2013
Mitsubishi," $12,900.00 ",40,2.0,2013
Volkswagen," $22,000.00 ",40,1.4,2013
Audi," $33,500.00 ",42,2.0,2013
BMW," $22,100.00 ",42,1.6,2013
Toyota," $13,000.00 ",42,1.3,2013
BMW," $68,500.00 ",43,4.4,2013
Mitsubishi," $22,800.00 ",43,2.4,2013
Renault," $7,500.00 ",43,1.5,2013
Audi," $49,500.00 ",44,3.0,2013
Toyota," $19,800.00 ",44,2.0,2013
Toyota," $30,950.00 ",45,4.6,2013
Volkswagen," $18,900.00 ",45,2.0,2013
Volkswagen," $22,900.00 ",45,2.0,2013
BMW," $34,500.00 ",45,2.0,2013
BMW," $37,500.00 ",45,2.0,2013
Mercedes-Benz," $115,000.00 ",47,4.6,2013
BMW," $26,800.00 ",47,2.0,2013
Audi," $16,800.00 ",47,1.2,2013
Audi," $16,800.00 ",47,1.2,2013
Volkswagen," $22,900.00 ",48,2.0,2013
Toyota," $13,700.00 ",48,1.4,2013
Toyota," $32,950.00 ",50,5.7,2013
Volkswagen," $28,500.00 ",50,2.0,2013
Volkswagen," $55,555.00 ",50,2.0,2013
Volkswagen," $55,555.00 ",50,2.0,2013
Toyota," $17,200.00 ",50,1.6,2013
Toyota," $42,900.00 ",51,3.0,2013
Volkswagen," $22,200.00 ",51,2.0,2013
Volkswagen," $9,000.00 ",51,1.6,2013
Volkswagen," $11,500.00 ",51,1.6,2013
Toyota," $14,850.00 ",51,1.6,2013
Mercedes-Benz," $49,500.00 ",52,3.0,2013
Mitsubishi," $18,600.00 ",52,2.0,2013
Mitsubishi," $18,700.00 ",52,2.0,2013
Mitsubishi," $12,400.00 ",52,1.6,2013
Audi," $73,500.00 ",53,6.3,2013
Volkswagen," $55,555.00 ",53,2.0,2013
Volkswagen," $55,555.00 ",53,2.0,2013
BMW," $52,300.00 ",55,3.0,2013
BMW," $52,300.00 ",55,3.0,2013
Toyota," $22,800.00 ",55,2.5,2013
Mercedes-Benz," $29,500.00 ",55,2.2,2013
Volkswagen," $15,800.00 ",56,1.4,2013
BMW," $73,900.00 ",57,4.4,2013
Mitsubishi," $22,500.00 ",57,2.5,2013
Volkswagen," $27,000.00 ",57,2.0,2013
Renault," $8,500.00 ",57,1.2,2013
Volkswagen," $21,000.00 ",58,2.0,2013
Volkswagen," $9,000.00 ",59,1.6,2013
Toyota," $65,000.00 ",60,4.5,2013
Volkswagen," $44,600.00 ",60,3.0,2013
Toyota," $29,000.00 ",60,2.2,2013
BMW," $23,900.00 ",60,2.0,2013
Mercedes-Benz," $24,950.00 ",60,1.8,2013
Toyota," $14,300.00 ",60,1.6,2013
Renault," $14,700.00 ",61,1.5,2013
BMW," $69,500.00 ",62,4.4,2013
Toyota," $37,700.00 ",62,3.0,2013
Toyota," $21,800.00 ",63,2.0,2013
Volkswagen," $55,555.00 ",63,2.0,2013
Volkswagen," $55,555.00 ",63,2.0,2013
Audi," $47,000.00 ",64,3.0,2013
Mercedes-Benz," $34,900.00 ",64,2.2,2013
Mercedes-Benz," $29,500.00 ",64,1.6,2013
Toyota," $33,950.00 ",65,5.7,2013
Audi," $55,000.00 ",65,2.99,2013
BMW," $33,500.00 ",65,2.0,2013
BMW," $34,900.00 ",65,2.0,2013
Volkswagen," $10,650.00 ",65,1.6,2013
Toyota," $28,600.00 ",66,2.2,2013
Audi," $53,700.00 ",67,3.0,2013
Mitsubishi," $19,800.00 ",67,2.0,2013
Volkswagen," $30,000.00 ",67,2.0,2013
Renault," $6,900.00 ",68,1.5,2013
Volkswagen," $19,995.00 ",68,1.4,2013
BMW," $22,600.00 ",69,3.0,2013
Mercedes-Benz," $34,000.00 ",69,2.0,2013
Toyota," $11,750.00 ",69,1.6,2013
Mercedes-Benz," $83,000.00 ",70,3.0,2013
Volkswagen," $11,500.00 ",70,2.0,2013
Renault," $10,200.00 ",70,1.5,2013
Volkswagen," $10,000.00 ",71,1.2,2013
BMW," $64,900.00 ",73,3.0,2013
BMW," $30,500.00 ",73,2.0,2013
Toyota," $18,600.00 ",73,1.6,2013
Volkswagen," $20,700.00 ",74,2.0,2013
Audi," $42,700.00 ",75,3.0,2013
Audi," $48,000.00 ",75,3.0,2013
Renault," $13,000.00 ",75,2.0,2013
Volkswagen," $23,000.00 ",75,2.0,2013
Audi," $38,500.00 ",75,2.0,2013
BMW," $21,000.00 ",79,1.6,2013
Toyota," $45,000.00 ",80,4.0,2013
Audi," $49,700.00 ",80,3.0,2013
BMW," $58,500.00 ",80,3.0,2013
BMW," $58,500.00 ",80,3.0,2013
Audi," $31,500.00 ",80,2.0,2013
